LocationType,Location,TimeFrame,DataFormat,Data
County,Union,2024,Number,2641
County,Union,2019,Number,2279
County,Vance,2016,Number,530
County,Vance,2017,Number,584
County,Vance,2014,Number,561
County,Vance,2011,Number,572
County,Vance,2012,Number,578
County,Vance,2015,Number,540
County,Vance,2010,Number,608
County,Vance,2009,Number,623
County,Vance,2018,Number,562
County,Vance,2013,Number,579
County,Vance,2008,Number,626
County,Vance,2007,Number,716
County,Vance,2006,Number,742
County,Vance,2005,Number,662
County,Vance,2004,Number,658
County,Vance,2003,Number,668
County,Vance,2002,Number,693
County,Vance,2001,Number,737
County,Vance,2000,Number,753
County,Vance,1999,Number,687
County,Vance,1998,Number,669
County,Vance,1997,Number,649
County,Vance,1996,Number,645
County,Vance,1995,Number,620
County,Vance,2020,Number,535
County,Vance,2021,Number,547
County,Vance,2022,Number,509
County,Vance,2023,Number,533
County,Vance,2024,Number,574
County,Vance,2019,Number,570
County,Wake,1995,Number,7805
County,Wake,1996,Number,8120
County,Wake,1997,Number,8665
County,Wake,1998,Number,9031
County,Wake,1999,Number,9448
County,Wake,2000,Number,10259
County,Wake,2001,Number,10665
County,Wake,2002,Number,10924
County,Wake,2003,Number,11342
County,Wake,2004,Number,11751
County,Wake,2005,Number,12264
County,Wake,2006,Number,12849
County,Wake,2007,Number,13299
County,Wake,2008,Number,13542
County,Wake,2013,Number,12439
County,Wake,2018,Number,12580
County,Wake,2009,Number,13010
County,Wake,2010,Number,12705
County,Wake,2015,Number,12867
County,Wake,2012,Number,12309
County,Wake,2011,Number,12458
County,Wake,2014,Number,12635
County,Wake,2017,Number,12683
County,Wake,2016,Number,13019
County,Wake,2020,Number,12552
County,Wake,2021,Number,13168
County,Wake,2022,Number,13190
County,Wake,2023,Number,12950
County,Wake,2024,Number,13348
County,Wake,2019,Number,12689
County,Warren,2016,Number,177
County,Warren,2017,Number,176
County,Warren,2014,Number,198
County,Warren,2011,Number,173
County,Warren,2012,Number,168
County,Warren,2015,Number,186
County,Warren,2010,Number,210
County,Warren,2009,Number,206
County,Warren,2018,Number,159
County,Warren,2013,Number,186
County,Warren,2008,Number,183
County,Warren,2007,Number,231
County,Warren,2006,Number,242
County,Warren,2005,Number,205
County,Warren,2004,Number,190
County,Warren,2003,Number,225
County,Warren,2002,Number,180
County,Warren,2001,Number,212
County,Warren,2000,Number,194
County,Warren,1999,Number,215
County,Warren,1998,Number,217
County,Warren,1997,Number,187
County,Warren,1996,Number,178
County,Warren,1995,Number,189
County,Warren,2020,Number,178
County,Warren,2021,Number,162
County,Warren,2022,Number,188
County,Warren,2023,Number,162
County,Warren,2024,Number,175
County,Warren,2019,Number,145
County,Washington,1995,Number,196
County,Washington,1996,Number,208
County,Washington,1997,Number,190
County,Washington,1998,Number,159
County,Washington,1999,Number,163
County,Washington,2000,Number,201
County,Washington,2001,Number,167
County,Washington,2002,Number,158
County,Washington,2003,Number,162
County,Washington,2004,Number,185
County,Washington,2005,Number,171
County,Washington,2006,Number,186
County,Washington,2007,Number,190
County,Washington,2008,Number,156
County,Washington,2013,Number,142
County,Washington,2018,Number,129
County,Washington,2009,Number,171
County,Washington,2010,Number,128
County,Washington,2015,Number,119
County,Washington,2012,Number,125
County,Washington,2011,Number,139
County,Washington,2014,Number,116
County,Washington,2017,Number,134
County,Washington,2016,Number,126
County,Washington,2020,Number,117
County,Washington,2021,Number,112
County,Washington,2022,Number,106
County,Washington,2023,Number,106
County,Washington,2024,Number,102
County,Washington,2019,Number,132
County,Watauga,2016,Number,367
County,Watauga,2017,Number,398
County,Watauga,2014,Number,370
County,Watauga,2011,Number,361
County,Watauga,2012,Number,348
County,Watauga,2015,Number,355
County,Watauga,2010,Number,347
County,Watauga,2009,Number,357
County,Watauga,2018,Number,354
County,Watauga,2013,Number,339
County,Watauga,2008,Number,399
County,Watauga,2007,Number,404
County,Watauga,2006,Number,383
County,Watauga,2005,Number,374
County,Watauga,2004,Number,347
County,Watauga,2003,Number,354
County,Watauga,2002,Number,338
County,Watauga,2001,Number,339
County,Watauga,2000,Number,362
County,Watauga,1999,Number,332
County,Watauga,1998,Number,335
County,Watauga,1997,Number,345
County,Watauga,1996,Number,380
County,Watauga,1995,Number,354
County,Watauga,2020,Number,301
County,Watauga,2021,Number,312
County,Watauga,2022,Number,293
County,Watauga,2023,Number,321
County,Watauga,2024,Number,311
County,Watauga,2019,Number,313
County,Wayne,1995,Number,1563
County,Wayne,1996,Number,1646
County,Wayne,1997,Number,1649
County,Wayne,1998,Number,1714
County,Wayne,1999,Number,1748
County,Wayne,2000,Number,1763
County,Wayne,2001,Number,1738
County,Wayne,2002,Number,1660
County,Wayne,2003,Number,1707
County,Wayne,2004,Number,1760
County,Wayne,2005,Number,1815
County,Wayne,2006,Number,1772
County,Wayne,2007,Number,1802
County,Wayne,2008,Number,1773
County,Wayne,2013,Number,1704
County,Wayne,2018,Number,1638
County,Wayne,2009,Number,1661
County,Wayne,2010,Number,1623
County,Wayne,2015,Number,1630
County,Wayne,2012,Number,1792
County,Wayne,2011,Number,1728
County,Wayne,2014,Number,1717
County,Wayne,2017,Number,1611
County,Wayne,2016,Number,1636
County,Wayne,2020,Number,1543
County,Wayne,2021,Number,1601
County,Wayne,2022,Number,1601
County,Wayne,2023,Number,1675
County,Wayne,2024,Number,1670
County,Wayne,2019,Number,1619
County,Wilkes,2016,Number,691
County,Wilkes,2017,Number,649
County,Wilkes,2014,Number,686
County,Wilkes,2011,Number,673
County,Wilkes,2012,Number,697
County,Wilkes,2015,Number,719
County,Wilkes,2010,Number,675
County,Wilkes,2009,Number,702
County,Wilkes,2018,Number,696
County,Wilkes,2013,Number,645
County,Wilkes,2008,Number,785
County,Wilkes,2007,Number,838
County,Wilkes,2006,Number,795
County,Wilkes,2005,Number,798
County,Wilkes,2004,Number,750
County,Wilkes,2003,Number,822
County,Wilkes,2002,Number,877
County,Wilkes,2001,Number,864
County,Wilkes,2000,Number,927
County,Wilkes,1999,Number,857
County,Wilkes,1998,Number,821
County,Wilkes,1997,Number,759
County,Wilkes,1996,Number,810
County,Wilkes,1995,Number,833
County,Wilkes,2020,Number,682
County,Wilkes,2021,Number,662
County,Wilkes,2022,Number,693
County,Wilkes,2023,Number,666
County,Wilkes,2024,Number,667
County,Wilkes,2019,Number,669
County,Wilson,1995,Number,962
County,Wilson,1996,Number,1035
County,Wilson,1997,Number,1054
County,Wilson,1998,Number,1159
County,Wilson,1999,Number,1086
County,Wilson,2000,Number,1080
County,Wilson,2001,Number,1107
County,Wilson,2002,Number,1079
County,Wilson,2003,Number,1002
County,Wilson,2004,Number,1081
County,Wilson,2005,Number,1050
County,Wilson,2006,Number,1079
County,Wilson,2007,Number,1147
County,Wilson,2008,Number,1174
County,Wilson,2013,Number,938
County,Wilson,2018,Number,976
County,Wilson,2009,Number,1085
County,Wilson,2010,Number,1037
County,Wilson,2015,Number,971
County,Wilson,2012,Number,918
County,Wilson,2011,Number,1005
County,Wilson,2014,Number,936
County,Wilson,2017,Number,939
County,Wilson,2016,Number,964
County,Wilson,2020,Number,898
County,Wilson,2021,Number,872
County,Wilson,2022,Number,899
County,Wilson,2023,Number,917
County,Wilson,2024,Number,964
County,Wilson,2019,Number,976
County,Yadkin,2016,Number,392
County,Yadkin,2017,Number,392
County,Yadkin,2014,Number,341
County,Yadkin,2011,Number,401
County,Yadkin,2012,Number,413
County,Yadkin,2015,Number,386
County,Yadkin,2010,Number,406
County,Yadkin,2009,Number,427
County,Yadkin,2018,Number,363
County,Yadkin,2013,Number,399
County,Yadkin,2008,Number,469
County,Yadkin,2007,Number,467
County,Yadkin,2006,Number,498
County,Yadkin,2005,Number,463
County,Yadkin,2004,Number,470
County,Yadkin,2003,Number,440
County,Yadkin,2002,Number,462
County,Yadkin,2001,Number,476
County,Yadkin,2000,Number,525
County,Yadkin,1999,Number,501
County,Yadkin,1998,Number,514
County,Yadkin,1997,Number,429
County,Yadkin,1996,Number,468
County,Yadkin,1995,Number,455
County,Yadkin,2020,Number,362
County,Yadkin,2021,Number,344
County,Yadkin,2022,Number,412
County,Yadkin,2023,Number,396
County,Yadkin,2024,Number,429
County,Yadkin,2019,Number,375
County,Yancey,1995,Number,164
County,Yancey,1996,Number,176
County,Yancey,1997,Number,189
County,Yancey,1998,Number,169
County,Yancey,1999,Number,192
County,Yancey,2000,Number,218
County,Yancey,2001,Number,198
County,Yancey,2002,Number,162
County,Yancey,2003,Number,166
County,Yancey,2004,Number,188
County,Yancey,2005,Number,183
County,Yancey,2006,Number,178
County,Yancey,2007,Number,189
County,Yancey,2008,Number,177
County,Yancey,2013,Number,158
County,Yancey,2018,Number,183
County,Yancey,2009,Number,179
County,Yancey,2010,Number,177
County,Yancey,2015,Number,182
County,Yancey,2012,Number,174
County,Yancey,2014,Number,173
County,Yancey,2011,Number,171
County,Yancey,2017,Number,170
County,Yancey,2016,Number,154
County,Yancey,2020,Number,183
County,Yancey,2021,Number,173
County,Yancey,2022,Number,173
County,Yancey,2023,Number,176
County,Yancey,2024,Number,171
County,Yancey,2019,Number,174
